20220218_135939689583.mp3,منجمع شدن هه بهمون گفتن شما قهرمانی ان موفقیت فوقلادهایای حرف ها  موقع حس خوبیبد به این نتیجه رسیدیم که شهرت با آرمان های ما هم خوانی ندان میخواست امون و محکم روی زمین نگه دا
20220218_135916573557.mp3,به گوشت نمی رسید بهترین غضاییو که داشتن با ما تقسیم میکردممشد به نقش اتکا کرد خیلی جاهای راه خیلی خطرناک بود و فقط محلی ها راه امن و بلد بودندوقتی سفرمون به پایان رسید و به گذرگاه یایو رسیدیم خبرنگاران دورمون جمع شدند همه بهمون گفتند شما قهرمانی این موفقیت
20220218_135847657708.mp3,روز پشت سر هم همون برنامه یک نواخت رو داشتیم مشکل واقعمن آب برای پیدا کردن آب باید سرپایینی می رفتیم و بعد دوباره همان راهو با بار سنگین آب ربالایی برنیگشتیم که تا قد فرسا بود و ساعت ها طول میکشید برای همین تا جایی که میتونستیم کم آب مینوشیدن در مسیر دیوار بزرگ تعداد زیادی روستا بود مردم این روسته ها همیشه به ما کمک میکردن حتی وقتی وسعشون به گوش نمیرسید بهترین غضاییو که داشتن با ما تقسیم میکردم
20220218_135818641490.mp3,ژان یوانی سابقه ارتشی داش و این سابقه تو رفتارش خیلی معلون بودمن جایی بین ا دوتا بودماین تفاوت ها باعث دوهای متحدد بر روز خستگی کشنگی و توی سمستون سرمایه خیلی شدید و تحمل میکرد همه ینادت کردیم ما بزرگترین چادشمون روانی ب
20220218_135749077711.mp3,و همه قدمامو ثبت کنم نقش بزرگی در تاریخ کشورم پیدا خواهم کرد به علاوه اولین جایب پا در امتداد مسیر دیوار بزرگ جای پای من خواهد بود حتی با فکر کردم به این ایده قلبمتنتر میستم با وودیو بهترین دوست دوران مدرسه ا نشستیم و برای سفرمان برنامه ریزی کردیم بعد یه نفر دیگ جوان ملحق شد ژانگ وانگو رودیو شایر پیش بود و روحیه هنری
20220218_135720109858.mp3,برق کار میذاشتم دیدن دیوار برام واقعا<unk> الهام بخش بود همیشه از خودم می پرسیدم چطور ساختنشم ترین قسمت دیوار بیش از دو هزار سال قدمت داره حتی قسمت های تازه ساخته شده تر پونصد ششصد سانه اتد این دیوار برای این ساخته شد که از سم که شمال جلوی محتجاوزان و بگیرم ان موقع کتاب های زیدی در مورد دیوار نبود برای همین فکرم این بود که اگر بتوانم مسیر دیوارا تی کنم
20220218_135655998279.mp3,زیادی هم گذشتیم از جمله صهرای گبی از تمام بخش شمالی کشورم عبور کردیم هوایل دهه هزار و نهصد و هشتاد من بر کار بودم و روی کابل های فشار قوی کار میکردمم وی وقت آزاد م نویسنده بودم و اغلب شعر و مقاله میذشته سی از خونه میشد دیوار بزرگ چین و دیرد و خیلی وقتا نزدیکش کار میکردم سیم برق کار میذاشتم دیدن دیوار برام واقعا<unk> الهام بخش بود
20220218_135627908556.mp3,دن و روی دیوار کار گذاشتن خیلی تکان دهنده بود ما روز چهارم مه هزار و نهصد و هشتاد و چهار از گذرگاه شانک های که در ساحد شرقی چینه حرکت کردیم سفرمون پانصد و هشت روز طول کشید از بعضی از مشهورترین کو های چین رد شدیم مثل کوه های یان و چاییهان از صهره های زیادی هم گذشتیم از جمله صهرای گبی از تمام بخش شمالی کشور
20220218_135415985791.mp3,کارمارکس نیست که مردم خودسر نوشت خود را میسازند ولی حاصل کارآنان با آنکه در سر داشتند متفاوت میشوند کارونامه سیاسی  مفیطح سیاستبوکدام جریان سیاسیتمام رهبران خو سه بار به کتم میدهماهواره هایی اکنون در مدار زمین میچرخند طرهای شگفتنگی اززمین ارایه میدهندم
20220218_135347437896.mp3,میتوان نسلی را سرزنش کرد که دست به کار خطیری زد اما عاقبتش قریبان نسل های بعدی را گرفته نسل انقلابب ایران مثال این گفته کارلمارکس نیست که مردم خود سر نوشت خود را میسازند ولی حاصل کاران
